,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
0,ACURA ILX,2.4,4,AMS-8,2WD,Gasoline,small car,3.0,25.0,35.0,29.0,6,No
1,ACURA MDX,3.0,6,AMS-7,4WD,Gasoline,small SUV,3.0,26.0,27.0,27.0,6,No
2,ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,small SUV,3.0,19.0,27.0,22.0,4,No
3,ACURA MDX,3.5,6,SemiAuto-9,2WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5,No
4,ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,small SUV,3.0,18.0,26.0,21.0,4,No
5,ACURA MDX,3.5,6,SemiAuto-9,4WD,Gasoline,small SUV,3.0,19.0,26.0,22.0,4,No
6,ACURA NSX,3.5,6,AMS-9,4WD,Gasoline,small car,3.0,21.0,22.0,21.0,4,No
7,ACURA RDX,3.5,6,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5,No
8,ACURA RDX,3.5,6,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,27.0,22.0,4,No
9,ACURA RLX,3.5,6,AMS-7,4WD,Gasoline,midsize car,7.0,28.0,29.0,28.0,6,No
10,ACURA RLX,3.5,6,SemiAuto-10,2WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5,No
11,ACURA TLX,2.4,4,AMS-8,2WD,Gasoline,small car,3.0,23.0,33.0,27.0,6,No
12,ACURA TLX,3.5,6,SemiAuto-9,2WD,Gasoline,small car,3.0,20.0,32.0,24.0,5,No
13,ACURA TLX,3.5,6,SemiAuto-9,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5,No
14,ACURA TLX AWD A-SPEC,3.5,6,SemiAuto-9,4WD,Gasoline,small car,3.0,20.0,29.0,23.0,5,No
15,ACURA TLX FWD A-SPEC,3.5,6,SemiAuto-9,2WD,Gasoline,small car,3.0,20.0,30.0,23.0,5,No
16,ALFA ROMEO 4C,1.8,4,AutoMan-6,2WD,Gasoline,small car,1.0,24.0,34.0,28.0,6,No
17,ALFA ROMEO Giulia,2.9,6,Auto-8,2WD,Gasoline,midsize car,3.0,17.0,24.0,20.0,4,No
18,ALFA ROMEO Stelvio AWD,2.9,6,Auto-8,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3,No
19,ASTON MARTIN DB11,4.0,8,SemiAuto-8,2WD,Gasoline,small car,3.0,18.0,24.0,20.0,4,No
20,ASTON MARTIN DB11,5.2,12,SemiAuto-8,2WD,Gasoline,small car,3.0,15.0,21.0,17.0,3,No
21,ASTON MARTIN Rapide S,6.0,12,SemiAuto-8,2WD,Gasoline,small car,3.0,14.0,21.0,17.0,3,No
22,"ASTON MARTIN Vanquish, S and Zagato",6.0,12,SemiAuto-8,2WD,Gasoline,small car,3.0,13.0,21.0,16.0,2,No
23,AUDI A3,2.0,4,AMS-6,4WD,Gasoline,small car,7.0,24.0,31.0,27.0,6,No
24,AUDI A3,2.0,4,AMS-7,2WD,Gasoline,small car,7.0,26.0,35.0,29.0,6,No
25,AUDI A3 Cabriolet,2.0,4,AMS-6,4WD,Gasoline,small car,7.0,22.0,30.0,25.0,5,No
26,AUDI A3 Cabriolet,2.0,4,AMS-7,2WD,Gasoline,small car,7.0,25.0,33.0,28.0,6,No
27,AUDI A4,2.0,4,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6,No
28,AUDI A4,2.0,4,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6,No
29,AUDI A4 Ultra,2.0,4,AMS-7,2WD,Gasoline,small car,3.0,27.0,37.0,31.0,7,Yes
30,AUDI A5,2.0,4,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6,No
31,AUDI A5,2.0,4,Man-6,4WD,Gasoline,small car,3.0,24.0,33.0,27.0,6,No
32,AUDI A5 Cabriolet,2.0,4,AMS-7,4WD,Gasoline,small car,5.0,24.0,34.0,27.0,6,No
33,AUDI A5 Sportback quattro,2.0,4,AMS-7,4WD,Gasoline,midsize car,5.0,24.0,34.0,27.0,6,No
34,AUDI A6,2.0,4,AMS-7,2WD,Gasoline,midsize car,5.0,25.0,34.0,28.0,6,No
35,AUDI A6,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,22.0,31.0,26.0,5,No
36,AUDI A6,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5,No
37,AUDI A7,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,3.0,20.0,29.0,23.0,5,No
38,AUDI A8 L,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3.0,19.0,29.0,22.0,4,No
39,AUDI A8 L,4.0,8,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,26.0,19.0,3,No
40,AUDI Q3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3.0,20.0,28.0,23.0,5,No
41,AUDI Q3,2.0,4,SemiAuto-6,4WD,Gasoline,small car,3.0,20.0,28.0,23.0,5,No
42,AUDI Q5,2.0,4,SemiAuto-7,4WD,Gasoline,small SUV,3.0,23.0,27.0,25.0,5,No
43,AUDI Q7,2.0,4,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4,No
44,AUDI Q7,3.0,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,19.0,25.0,21.0,4,No
45,AUDI R8,5.2,10,AMS-7,2WD,Gasoline,small car,1.0,14.0,25.0,18.0,3,No
46,AUDI R8,5.2,10,AMS-7,4WD,Gasoline,small car,1.0,14.0,22.0,17.0,3,No
47,AUDI R8 Spyder,5.2,10,AMS-7,2WD,Gasoline,small car,1.0,14.0,25.0,18.0,3,No
48,AUDI R8 Spyder,5.2,10,AMS-7,4WD,Gasoline,small car,1.0,14.0,22.0,17.0,3,No
49,AUDI RS3,2.5,5,AMS-7,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4,No
50,AUDI RS5,2.9,6,AMS-8,4WD,Gasoline,small car,5.0,18.0,26.0,21.0,4,No
51,AUDI RS7,4.0,8,SemiAuto-8,4WD,Gasoline,midsize car,3.0,14.0,24.0,17.0,3,No
52,AUDI S3,2.0,4,AMS-7,4WD,Gasoline,small car,3.0,22.0,28.0,25.0,5,No
53,AUDI S4,3.0,6,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5,No
54,AUDI S5,3.0,6,AMS-8,4WD,Gasoline,small car,5.0,21.0,30.0,24.0,5,No
55,AUDI S5 Cabriolet,3.0,6,AMS-8,4WD,Gasoline,small car,5.0,20.0,29.0,23.0,5,No
56,AUDI S5 Sportback,3.0,6,AMS-8,4WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5,No
57,AUDI S6,4.0,8,AMS-7,4WD,Gasoline,midsize car,3.0,16.0,24.0,18.0,3,No
58,AUDI S7,4.0,8,AMS-7,4WD,Gasoline,midsize car,3.0,16.0,24.0,18.0,3,No
59,AUDI S8,4.0,8,SemiAuto-8,4WD,Gasoline,midsize car,3.0,14.0,24.0,18.0,3,No
60,AUDI SQ5,3.0,6,AMS-8,4WD,Gasoline,small SUV,5.0,19.0,24.0,21.0,4,No
61,AUDI TT Coupe,2.0,4,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5,No
62,AUDI TT RS,2.5,5,AMS-7,4WD,Gasoline,small car,3.0,19.0,29.0,22.0,4,No
63,AUDI TT Roadster,2.0,4,AMS-6,4WD,Gasoline,small car,7.0,23.0,30.0,26.0,5,No
64,AUDI TTS Coupe,2.0,4,AMS-6,4WD,Gasoline,small car,3.0,23.0,27.0,25.0,5,No
65,AUDI allroad quattro,2.0,4,AMS-7,4WD,Gasoline,station wagon,5.0,22.0,30.0,25.0,5,No
66,BENTLEY Bentayga,6.0,12,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,12.0,19.0,15.0,2,No
67,BENTLEY Chiron,8.0,16,AMS-7,4WD,Gasoline,small car,1.0,9.0,14.0,11.0,1,No
68,BENTLEY Continental GT Convertible,6.0,12,SemiAuto-8,4WD,Gasoline,small car,1.0,12.0,20.0,14.0,1,No
69,BENTLEY Continental Supersports Convt,6.0,12,SemiAuto-8,4WD,Gasoline,small car,1.0,12.0,20.0,14.0,1,No
70,BENTLEY Flying Spur,4.0,8,SemiAuto-8,4WD,Gasoline,midsize car,3.0,13.0,22.0,16.0,2,No
71,BENTLEY Flying Spur,6.0,12,SemiAuto-8,4WD,Gasoline,midsize car,1.0,12.0,20.0,14.0,1,No
72,BENTLEY Mulsanne,6.8,8,SemiAuto-8,2WD,Gasoline,midsize car,1.0,11.0,18.0,14.0,1,No
73,BMW 230i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6,No
74,BMW 230i Coupe,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21.0,32.0,25.0,5,No
75,BMW 230i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,35.0,28.0,6,No
76,BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6,No
77,BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,24.0,33.0,27.0,6,No
78,BMW 320i,2.0,4,Man-6,2WD,Gasoline,small car,3.0,23.0,35.0,27.0,6,No
79,BMW 320i,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3.0,24.0,35.0,28.0,6,No
80,BMW 320i,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3.0,23.0,34.0,27.0,6,No
81,BMW 328d,2.0,4,SemiAuto-8,2WD,Diesel,small car,3.0,31.0,43.0,36.0,7,Yes
82,BMW 328d,2.0,4,SemiAuto-8,4WD,Diesel,small car,3.0,30.0,40.0,34.0,6,No
83,BMW 328d Sports Wagon,2.0,4,SemiAuto-8,4WD,Diesel,station wagon,3.0,30.0,40.0,34.0,6,No
84,BMW 330i,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21.0,32.0,25.0,5,No
85,BMW 330i,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6,No
86,BMW 330i,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6,No
87,BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4WD,Gasoline,large car,7.0,23.0,33.0,27.0,6,No
88,BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,7.0,23.0,33.0,27.0,6,No
89,BMW 340i,3.0,6,Man-6,2WD,Gasoline,small car,3.0,19.0,29.0,23.0,5,No
90,BMW 340i,3.0,6,Man-6,4WD,Gasoline,small car,3.0,19.0,29.0,23.0,5,No
91,BMW 340i,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5,No
92,BMW 340i,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5,No
93,BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3.0,20.0,29.0,23.0,5,No
94,BMW 430i Convertible,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6,No
95,BMW 430i Convertible,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,22.0,32.0,26.0,5,No
96,BMW 430i Coupe,2.0,4,Man-6,2WD,Gasoline,small car,7.0,21.0,33.0,25.0,5,No
97,BMW 430i Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6,No
98,BMW 430i Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6,No
99,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7.0,24.0,34.0,27.0,6,No
100,BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4WD,Gasoline,small car,7.0,23.0,33.0,27.0,6,No
101,BMW 440i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,29.0,24.0,5,No
102,BMW 440i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,20.0,29.0,23.0,5,No
103,BMW 440i Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3.0,19.0,29.0,23.0,5,No
104,BMW 440i Coupe,3.0,6,Man-6,4WD,Gasoline,small car,3.0,19.0,29.0,23.0,5,No
105,BMW 440i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5,No
106,BMW 440i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5,No
107,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,32.0,25.0,5,No
108,BMW 440i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,31.0,25.0,5,No
109,BMW 530i,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,24.0,34.0,27.0,6,No
110,BMW 530i,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,23.0,33.0,27.0,6,No
111,BMW 540d,3.0,6,SemiAuto-8,4WD,Diesel,midsize car,3.0,26.0,36.0,30.0,5,No
112,BMW 540i,3.0,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5,No
113,BMW 540i,3.0,6,SemiAuto-8,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5,No
114,BMW 640i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,20.0,29.0,23.0,5,No
115,BMW 640i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4,No
116,BMW 640i Gran Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,20.0,29.0,23.0,5,No
117,BMW 640i Gran Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,19.0,28.0,22.0,4,No
118,BMW 640i Gran Turismo,3.0,6,SemiAuto-8,4WD,Gasoline,large car,5.0,20.0,28.0,23.0,5,No
119,BMW 650i Convertible,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
120,BMW 650i Convertible,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3,No
121,BMW 650i Gran Coupe,4.4,8,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
122,BMW 650i Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3,No
123,BMW 740i,3.0,6,SemiAuto-8,2WD,Gasoline,large car,3.0,21.0,29.0,24.0,5,No
124,BMW 740i,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3.0,20.0,29.0,23.0,5,No
125,BMW 750i,4.4,8,SemiAuto-8,2WD,Gasoline,large car,3.0,17.0,25.0,20.0,4,No
126,BMW 750i,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No
127,BMW Alpina B6 Gran Coupe,4.4,8,SemiAuto-8,4WD,Gasoline,small car,3.0,16.0,25.0,19.0,3,No
128,BMW Alpina B7,4.4,8,SemiAuto-8,4WD,Gasoline,large car,3.0,16.0,25.0,19.0,3,No
129,BMW M2,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,20.0,26.0,22.0,4,No
130,BMW M2,3.0,6,Man-6,2WD,Gasoline,small car,3.0,18.0,26.0,21.0,4,No
131,BMW M240i Convertible,3.0,6,Man-6,2WD,Gasoline,small car,3.0,18.0,27.0,22.0,4,No
132,BMW M240i Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,30.0,24.0,5,No
133,BMW M240i Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5,No
134,BMW M240i Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3.0,19.0,28.0,22.0,4,No
135,BMW M240i Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,small car,3.0,21.0,30.0,24.0,5,No
136,BMW M240i Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,small car,3.0,21.0,30.0,24.0,5,No
137,BMW M3,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4,No
138,BMW M3,3.0,6,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
139,BMW M3 CS,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,16.0,22.0,19.0,3,No
140,BMW M4 Convertible,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,16.0,22.0,19.0,3,No
141,BMW M4 Convertible,3.0,6,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
142,BMW M4 Coupe,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4,No
143,BMW M4 Coupe,3.0,6,Man-6,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
144,BMW M4 DTM Champions Edition,3.0,6,AMS-7,2WD,Gasoline,small car,3.0,17.0,24.0,20.0,4,No
145,BMW M5,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3.0,15.0,21.0,17.0,3,No
146,BMW M550i,4.4,8,SemiAuto-8,4WD,Gasoline,midsize car,3.0,16.0,25.0,19.0,3,No
147,BMW M6 Convertible,4.4,8,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2,No
148,BMW M6 Convertible,4.4,8,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3,No
149,BMW M6 Gran Coupe,4.4,8,AMS-7,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2,No
150,BMW M6 Gran Coupe,4.4,8,Man-6,2WD,Gasoline,small car,1.0,15.0,22.0,17.0,3,No
151,BMW M760i xDrive,6.6,12,SemiAuto-8,4WD,Gasoline,large car,3.0,13.0,20.0,16.0,2,No
152,BMW X1 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,large car,7.0,23.0,32.0,26.0,5,No
153,BMW X1 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,large car,7.0,22.0,31.0,25.0,5,No
154,BMW X2 sDrive28i,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7.0,23.0,32.0,26.0,5,No
155,BMW X2 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,5,No
156,BMW X3 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,5.0,20.0,27.0,23.0,5,No
157,BMW X3 xDrive30i,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7.0,22.0,29.0,25.0,5,No
158,BMW X4 M40i,3.0,6,SemiAuto-8,4WD,Gasoline,small SUV,3.0,18.0,25.0,21.0,4,No
159,BMW X4 xDrive28i,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,3.0,20.0,28.0,23.0,5,No
160,BMW X5 M,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,14.0,19.0,16.0,2,No
161,BMW X5 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,standard SUV,3.0,18.0,25.0,21.0,4,No
162,BMW X5 xDrive35d,3.0,6,SemiAuto-8,4WD,Diesel,standard SUV,3.0,23.0,29.0,25.0,4,No
163,BMW X5 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,18.0,24.0,20.0,4,No
164,BMW X5 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3,No
165,BMW X6 M,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,14.0,19.0,16.0,2,No
166,BMW X6 sDrive35i,3.0,6,SemiAuto-8,2WD,Gasoline,standard SUV,3.0,18.0,25.0,21.0,4,No
167,BMW X6 xDrive35i,3.0,6,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,18.0,24.0,20.0,4,No
168,BMW X6 xDrive50i,4.4,8,SemiAuto-8,4WD,Gasoline,standard SUV,3.0,15.0,21.0,17.0,3,No
169,BUICK Cascada,1.6,4,SemiAuto-6,2WD,Gasoline,small car,5.0,21.0,29.0,24.0,5,No
170,BUICK Enclave,3.6,6,Auto-9,2WD,Gasoline,standard SUV,5.0,18.0,26.0,21.0,4,No
171,BUICK Enclave,3.6,6,Auto-9,4WD,Gasoline,standard SUV,5.0,17.0,25.0,20.0,4,No
172,BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,27.0,33.0,30.0,7,Yes
173,BUICK Encore,1.4,4,SemiAuto-6,2WD,Gasoline,small SUV,3.0,25.0,33.0,28.0,6,No
174,BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,26.0,31.0,28.0,6,No
175,BUICK Encore,1.4,4,SemiAuto-6,4WD,Gasoline,small SUV,3.0,24.0,30.0,27.0,6,No
176,BUICK Envision,2.0,4,Auto-6,4WD,Gasoline,small SUV,3.0,20.0,26.0,22.0,4,No
177,BUICK Envision,2.5,4,Auto-6,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5,No
178,BUICK Envision,2.5,4,Auto-6,4WD,Gasoline,small SUV,5.0,21.0,27.0,24.0,5,No
179,BUICK Lacrosse,2.5,4,Auto-6,2WD,Gasoline,midsize car,5.0,25.0,35.0,29.0,6,No
180,BUICK Lacrosse,3.6,6,SemiAuto-9,2WD,Gasoline,midsize car,5.0,21.0,30.0,24.0,5,No
181,BUICK Lacrosse,3.6,6,SemiAuto-9,4WD,Gasoline,midsize car,5.0,20.0,29.0,23.0,5,No
182,BUICK Regal,2.0,4,SemiAuto-8,4WD,Gasoline,large car,5.0,21.0,29.0,24.0,5,No
183,BUICK Regal,2.0,4,SemiAuto-9,2WD,Gasoline,large car,5.0,22.0,32.0,26.0,5,No
184,BUICK Regal,3.6,6,SemiAuto-9,4WD,Gasoline,large car,5.0,19.0,27.0,22.0,4,No
185,BUICK Regal TourX,2.0,4,SemiAuto-8,4WD,Gasoline,station wagon,5.0,21.0,29.0,24.0,5,No
186,CADILLAC ATS,2.0,4,Man-6,2WD,Gasoline,small car,5.0,20.0,29.0,23.0,5,No
187,CADILLAC ATS,2.0,4,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5,No
188,CADILLAC ATS,2.0,4,SemiAuto-8,4WD,Gasoline,small car,5.0,22.0,30.0,25.0,5,No
189,CADILLAC ATS,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5.0,20.0,30.0,24.0,5,No
190,CADILLAC ATS,3.6,6,SemiAuto-8,4WD,Gasoline,small car,5.0,19.0,27.0,22.0,4,No
191,CADILLAC ATS-V,3.6,6,Man-6,2WD,Gasoline,small car,3.0,16.0,23.0,19.0,3,No
192,CADILLAC ATS-V,3.6,6,SemiAuto-8,2WD,Gasoline,small car,3.0,17.0,25.0,20.0,4,No
193,CADILLAC CT6,2.0,4,SemiAuto-8,2WD,Gasoline,large car,5.0,22.0,30.0,25.0,5,No
194,CADILLAC CT6,3.0,6,SemiAuto-8,4WD,Gasoline,large car,3.0,18.0,26.0,21.0,4,No
195,CADILLAC CT6,3.6,6,SemiAuto-8,4WD,Gasoline,large car,5.0,18.0,27.0,21.0,4,No
196,CADILLAC CTS,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,5.0,22.0,30.0,25.0,5,No
197,CADILLAC CTS,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,5.0,21.0,29.0,24.0,5,No
198,CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,3.0,16.0,24.0,19.0,3,No
199,CADILLAC CTS,3.6,6,SemiAuto-8,2WD,Gasoline,midsize car,5.0,20.0,30.0,24.0,5,No
200,CADILLAC CTS,3.6,6,SemiAuto-8,4WD,Gasoline,midsize car,5.0,19.0,27.0,22.0,4,No
201,CADILLAC CTS-V,6.2,8,SemiAuto-8,2WD,Gasoline,midsize car,1.0,14.0,21.0,17.0,3,No
202,CADILLAC Escalade,6.2,8,Auto-10,2WD,Gasoline,standard SUV,3.0,14.0,23.0,17.0,3,No
203,CADILLAC Escalade,6.2,8,Auto-10,4WD,Gasoline,standard SUV,3.0,14.0,21.0,17.0,3,No
204,CADILLAC XT5,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5.0,19.0,26.0,22.0,4,No
205,CADILLAC XT5,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5.0,18.0,25.0,21.0,4,No
206,CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,4,No
207,CADILLAC XTS,3.6,6,SemiAuto-6,2WD,Gasoline,large car,5.0,19.0,28.0,22.0,4,No
208,CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,large car,3.0,16.0,23.0,18.0,3,No
209,CADILLAC XTS,3.6,6,SemiAuto-6,4WD,Gasoline,large car,5.0,17.0,26.0,20.0,4,No
210,CADILLAC XTS Limo,3.6,6,SemiAuto-6,2WD,Gasoline,special purpose,3.0,15.0,21.0,17.0,3,No
211,CHEVROLET Camaro,2.0,4,Man-6,2WD,Gasoline,small car,5.0,20.0,30.0,23.0,5,No
212,CHEVROLET Camaro,2.0,4,SemiAuto-8,2WD,Gasoline,small car,5.0,22.0,31.0,25.0,5,No
213,CHEVROLET Camaro,3.6,6,Man-6,2WD,Gasoline,small car,5.0,16.0,28.0,20.0,4,No
214,CHEVROLET Camaro,3.6,6,SemiAuto-8,2WD,Gasoline,small car,5.0,19.0,29.0,23.0,5,No
215,CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1.0,14.0,20.0,16.0,2,No
216,CHEVROLET Camaro,6.2,8,Man-6,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3,No
217,CHEVROLET Camaro,6.2,8,SemiAuto-10,2WD,Gasoline,small car,1.0,13.0,21.0,15.0,2,No
218,CHEVROLET Camaro,6.2,8,SemiAuto-8,2WD,Gasoline,small car,1.0,17.0,27.0,20.0,4,No
219,CHEVROLET City Express,2.0,4,CVT,2WD,Gasoline,special purpose,3.0,24.0,26.0,25.0,5,No
220,CHEVROLET Colorado,2.5,4,Auto-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4,No
221,CHEVROLET Colorado,2.5,4,Auto-6,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4,No
222,CHEVROLET Colorado,2.5,4,Man-6,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4,No
223,CHEVROLET Colorado,2.8,4,Auto-6,2WD,Diesel,pickup,3.0,22.0,30.0,25.0,4,No
224,CHEVROLET Colorado,2.8,4,Auto-6,4WD,Diesel,pickup,3.0,20.0,28.0,23.0,4,No
225,CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,pickup,5.0,18.0,25.0,20.0,4,No
226,CHEVROLET Colorado,3.6,6,Auto-8,2WD,Gasoline,special purpose,5.0,15.0,15.0,15.0,2,No
227,CHEVROLET Colorado,3.6,6,Auto-8,4WD,Gasoline,pickup,5.0,17.0,24.0,19.0,3,No
228,CHEVROLET Colorado ZR2,2.8,4,Auto-6,4WD,Diesel,pickup,3.0,19.0,22.0,20.0,3,No
229,CHEVROLET Colorado ZR2,3.6,6,Auto-8,4WD,Gasoline,pickup,5.0,16.0,18.0,17.0,3,No
230,CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1.0,15.0,22.0,18.0,3,No
231,CHEVROLET Corvette,6.2,8,Man-7,2WD,Gasoline,small car,1.0,16.0,25.0,19.0,3,No
